bootstrap_index,accuracy,macro_f1,target_recall,target_miss_rate,ti_to_target_intrusion,metallic_to_target_intrusion
89,0.003374870197300058,0.004818596512844516,-0.047808764940239,0.047808764940239,-0.014935505770536317,-0.017045454545454544
90,-0.0018172377985462191,-0.002095795245887655,-0.00796812749003987,0.00796812749003987,-0.016293279022403264,-0.01893939393939394
91,-0.0023364485981308323,0.0007023776834757708,-0.02257636122177953,0.02257636122177953,0.002036659877800412,-0.02272727272727273
92,-0.0015576323987538758,0.005383210569103625,-0.03585657370517925,0.03585657370517925,-0.006788866259334693,-0.015151515151515152
93,0.009345794392523366,0.008211445985720323,-0.053120849933598925,0.053120849933598925,-0.021724372029871014,-0.05113636363636364
94,0.033748701973001026,0.034118537689115026,-0.04249667994687911,0.04249667994687911,-0.04276985743380855,-0.04545454545454545
95,0.011422637590861928,0.01659738359638167,-0.0610889774236388,0.0610889774236388,-0.0033944331296673486,-0.03977272727272728
96,0.005711318795430927,0.009109614557809195,-0.053120849933598856,0.053120849933598856,-0.010862186014935507,-0.022727272727272735
97,-0.018951194184839038,-0.01889061697476213,-0.07171314741035857,0.07171314741035857,0.012219959266802435,-0.007575757575757579
98,0.01739356178608516,0.01862672046131871,-0.014608233731739731,0.014608233731739731,-0.01697216564833673,-0.017045454545454544
99,-0.014797507788161987,-0.015262983409421263,-0.035856573705179286,0.035856573705179286,0.01018329938900204,0.0
100,0.02544132917964692,0.024675749742383846,-0.10491367861885788,0.10491367861885788,-0.03869653767820774,-0.06060606060606061
101,0.009865005192107978,0.016434062508191016,-0.05444887118193886,0.05444887118193886,-0.011541072640868977,-0.013257575757575765
102,0.01272066458982346,0.01471015024752668,-0.03851261620185923,0.03851261620185923,-0.016293279022403254,-0.024621212121212124
103,0.006230529595015577,0.006631800770996343,-0.006640106241699824,0.006640106241699824,0.0006788866259334683,-0.005681818181818186
104,0.02492211838006227,0.024027507249919384,-0.08499335989375827,0.08499335989375827,-0.04752206381534284,-0.04356060606060607
105,0.011941848390446467,0.011214796595071483,-0.03452855245683928,0.03452855245683928,-0.023761031907671412,-0.024621212121212124
106,-0.0051921079958462775,-0.006466042542356091,0.015936254980079667,-0.015936254980079667,0.006788866259334697,0.005681818181818186
107,-0.0036344755970924014,-0.0050075370062135915,0.003984063745019917,-0.003984063745019917,0.003394433129667344,0.005681818181818177
108,0.020508826583592914,0.0237770175241467,-0.05444887118193886,0.05444887118193886,-0.008146639511201625,-0.03787878787878788
109,-0.006749740394600227,-0.0031534070002361045,-0.06241699867197873,0.06241699867197873,0.0027155465037338685,-0.018939393939393947
110,0.00674974039460019,0.007381776474381023,-0.014608233731739695,0.014608233731739695,-0.004752206381534281,-0.00946969696969697
111,0.003894080996884708,0.003923994689885246,-0.0544488711819389,0.0544488711819389,-0.01425661914460285,-0.03977272727272726
112,0.036863966770508814,0.035412286878990784,-0.09163346613545813,0.09163346613545813,-0.044806517311608965,-0.0606060606060606
113,0.009605399792315672,0.01294677445542721,-0.08233731739707828,0.08233731739707828,-0.02240325865580448,-0.018939393939393933
